School_ID,NAME_OF_SCHOOL,Street_Address,City,ZIP_Code,Network_Manager,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon ,SAFETY_SCORE,Longitude,Latitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District
609945,William C Goudy Elementary School,5120 N Winthrop Ave ,Chicago,60640,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Strong,70,-87.65794915,41.97581137,3,UPTOWN,48,20
610143,William C Reavis Math & Science Specialty Elementary School,834 E 50th St ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 3,No,Average,48,-87.6049443,41.80420101,39,KENWOOD,4,2
610364,William E B Dubois Elementary School,330 E 133rd St ,Chicago,60827,Lake Calumet Elementary Network,Probation,Level 3,No,Average,47,-87.61434156,41.65376037,54,RIVERDALE,9,5
609884,William E Dever Elementary School,3436 N Osceola Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,67,-87.813168,41.94254335,17,DUNNING,36,16
609967,William F Finkl Elementary School,2332 S Western Ave ,Chicago,60608,Pilsen-Little Village Elementary Network,Probation,Level 2,No,Average,56,-87.68570412,41.84919885,31,LOWER WEST SIDE,25,10
609994,William G Hibbard Elementary School,3244 W Ainslie St ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 2,No,NDA,,-87.71036214,41.97036267,14,ALBANY PARK,39,17
609812,William H Brown Elementary School,54 N Hermitage Ave ,Chicago,60612,Fulton Elementary Network,Probation,Level 2,No,Weak,36,-87.67071879,41.88298698,28,NEAR WEST SIDE,27,13
610023,William H King Elementary School,740 S Campbell Ave ,Chicago,60612,Fulton Elementary Network,Probation,Level 3,No,Average,47,-87.68875632,41.87186209,28,NEAR WEST SIDE,2,11
609734,William Howard Taft High School,6530 W Bryn Mawr Ave ,Chicago,60631,North-Northwest Side High School Network,Not on Probation,Level 2,No,Strong,61,-87.7915383,41.98298852,10,NORWOOD PARK,41,16
610136,William H Prescott Elementary School,1632 W Wrightwood Ave ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 2,No,Very Strong,90,-87.66955245,41.92886824,7,LINCOLN PARK,32,19
610142,William H Ray Elementary School,5631 S Kimbark Ave ,Chicago,60637,Burnham Park Elementary Network,Not on Probation,Level 1,No,Strong,69,-87.59471544,41.79234967,41,HYDE PARK,5,2
610153,William H Ryder Math & Science Specialty Elementary School,8716 S Wallace St ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,34,-87.63887904,41.73536767,71,AUBURN GRESHAM,21,22
610167,William H Seward Communication Arts Academy Elementary School,4600 S Hermitage Ave ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 2,No,Average,40,-87.66880778,41.81029632,61,NEW CITY,20,9
609698,William J Bogan High School,3939 W 79th St ,Chicago,60652,Southwest Side High School Network,Probation,Level 3,No,Weak,20,-87.72109673,41.74934817,70,ASHBURN,18,8
610061,William J & Charles H Mayo Elementary School,249 E 37th St ,Chicago,60653,Burnham Park Elementary Network,Not on Probation,Level 2,No,Average,52,-87.61978251,41.82732778,35,DOUGLAS,3,2
610104,William J Onahan Elementary School,6634 W Raven St ,Chicago,60631,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,64,-87.79308113,41.99381787,10,NORWOOD PARK,41,16
609678,William Jones College Preparatory High School,606 S State St ,Chicago,60605,South Side High School Network,Not on Probation,Level 1,No,Very Strong,92,-87.62775497,41.87441898,32,LOOP,2,1
610193,William K New Sullivan Elementary School,8331 S Mackinaw ,Chicago,60617,Skyway Elementary Network,Probation,Level 3,No,Weak,27,-87.542891,41.7438302,46,SOUTH CHICAGO,10,4
610123,William Penn Elementary School,1616 S Avers Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Strong,78,-87.72133609,41.85836995,29,NORTH LAWNDALE,24,10
609949,William P Gray Elementary School,3730 N Laramie Ave ,Chicago,60641,O'Hare Elementary Network,Not on Probation,Level 1,No,Average,57,-87.75715297,41.94878107,15,PORTAGE PARK,38,16
610097,William P Nixon Elementary School,2121 N Keeler Ave ,Chicago,60639,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,52,-87.73138368,41.91959342,20,HERMOSA,30,25
609711,William Rainey Harper High School,6520 S Wood St ,Chicago,60636,Southwest Side High School Network,Probation,Level 2,No,Weak,22,-87.66912563,41.77511222,67,WEST ENGLEWOOD,15,7
610232,Williams Multiplex Elementary School,2710 S Dearborn St ,Chicago,60616,Burnham Park Elementary Network,Probation,Level 2,No,NDA,,-87.62859008,41.84403809,35,DOUGLAS,3,1
610336,Williams Preparatory Academy Middle School,2710 S Dearborn St ,Chicago,60616,Burnham Park Elementary Network,Probation,Level 3,No,Average,49,-87.62859008,41.84403809,35,DOUGLAS,3,1
610172,William T Sherman Elementary School,1000 W 52nd St ,Chicago,60609,AUSL Schools,Probation,Level 3,No,Weak,32,-87.65025483,41.79978772,61,NEW CITY,16,9
609844,William W Carter Elementary School,5740 S Michigan Ave ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Very Weak,13,-87.62248974,41.78984129,40,WASHINGTON PARK,20,2
610088,Wolfgang A Mozart Elementary School,2200 N Hamlin Ave ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,41,-87.72192541,41.92092734,22,LOGAN SQUARE,35,25
609977,Woodlawn Community Elementary School,6657 S Kimbark Ave ,Chicago,60637,Burnham Park Elementary Network,Not on Probation,Level 2,No,Strong,70,-87.59435584,41.77339962,42,WOODLAWN,5,3
610392,World Language Academy High School,3120 S Kostner Ave ,Chicago,60623,West Side High School Network,Not on Probation,Level 2,No,Average,51,-87.73419465,41.83601953,30,SOUTH LAWNDALE,22,10
